# name, ra, dec, mjd_ztf1, mjd_ztf2, mjd_hetdex, alerce_type, alerce_prob, spec_type, s/n, chi^2, redshift, classif
ZTF18acwyxnp 217.0494683517857 51.18794107589286 58465.5 59641.4 58219 SN 0.66989666 Sa 12.329132 3.345978 0.130000 gx
ZTF18aczeqvd 199.94661523076925 56.14948343333334 58472.5 59641.3 58957 AGN 0.6703749 Sa 8.590115 2.222673 0.109000 gx
ZTF18adbadmc 210.30440140000005 51.29246946666666 58480.5 59639.3 58248 VS 0.4452775 G2V 14.294765 3.107350 0 star
ZTF18adbadmc 210.30440140000005 51.29246946666666 58480.5 59639.3 58307 VS 0.4452775 G2V 14.294765 3.107350 0 star
ZTF18adbadmc 210.30440140000005 51.29246946666666 58480.5 59639.3 58665 VS 0.4452775 G2V 14.294765 3.107350 0 star
ZTF18adbclkh 33.28863293333333 0.10737323333333333 58481.3 58811.2 58810 VS 0.5160919 G8V 13.241696 1.139051 0 star
ZTF18adgvquc 166.55794221333332 51.42606050666666 58854.5 59140.5 58456 VS 0.737565 G8V 10.565279 1.546234 0 star
ZTF19aaaetry 184.8183984 50.96073403333333 58480.5 58486.5 58575 SN 0.7047337 SB6 3.813547 1.953503 0.197000 gx
ZTF19aaagspl 34.78239076 0.6130517 58469.2 58491.1 58806 SN 0.7506175 Sb 11.269354 4.305585 0.040000 gx
ZTF19aaavudo 8.7542939 0.88934394 59073.4 59531.3 58698 VS 0.72600245 G5III 5.444103 0.721542 0 star
ZTF19aacigou 162.26041395714284 50.3607277 58491.5 58494.5 58841 SN 0.6398647 SB6 6.406753 3.067948 0.131000 gx
ZTF19aadopfs 213.71577742500003 50.4026117 58486.6 58502.6 58933 SN 0.7819291 E 14.388069 1.452575 0.074000 gx
ZTF19aalaxdt 178.4949129 50.263664766666665 58543.3 58546.3 58934 SN 0.6834417 Sa 12.009932 4.297302 0.155000 gx
ZTF19aalbcut 205.27548140350876 51.244042419298246 58846.6 59268.5 58247 AGN 0.71705335 Sb 14.660551 8.514025 0.261000 agn
ZTF19aangier 193.74826942608695 52.23019184782607 58567.3 58616.2 58875 SN 0.7553372 Sb 14.442987 2.533275 0.060000 gx
ZTF19aaollxj 219.6878774 53.782913962500004 59334.3 59361.4 58967 VS 0.87266403 Sa 8.680243 2.033552 0.034000 agn
ZTF19aaozpwo 199.56596190000002 51.36677496666666 58912.5 58962.3 58281 -- -- F5V 29.638502 2.335413 0 star
ZTF19aaozsiu 186.25010061428569 56.03683028571428 58812.6 59281.2 58953 VS 0.7619133 G8V 11.424811 1.091580 0 star
ZTF19aaprani 228.63948395 50.81836873333333 59009.2 59367.4 58933 VS 0.4872458 G0V 19.003590 2.375573 0 star
ZTF19aapszqk 197.39256824444445 55.77130913333334 58903.5 59317.3 58961 VS 0.6338705 G0V 16.279905 0.796814 0 star
ZTF19aarhxuf 199.023366035 50.76063122 58596.2 58628.3 58878 SN 0.7134539 pickles_uk_47 2.689162 2.027752 0 low
ZTF19aarioyj 170.12346180999998 52.246434145 58936.3 59324.2 58939 AGN 0.7513085 Sa 11.277354 2.057552 0.020000 agn
ZTF19aarleuz 228.85407840000002 50.73235176666666 58943.5 59000.2 58607 SN 0.44722414 F8V 15.344793 1.019305 0 star
ZTF19aasbotx 205.83806468000003 51.5412166 58612.2 58638.2 58521 AGN 0.7687038 Sa 11.421586 2.288031 0.075000 agn
ZTF19aasccum 187.94524264375 55.5511767125 58584.3 58985.2 58991 AGN 0.79870594 Sb 5.307379 3.095329 0.350000 agn
ZTF19aatoaxq 189.26828115 51.13441136666666 58606.4 59381.2 58257 VS 0.5383 G0V 18.069311 1.332102 0 star
ZTF19aaujpgo 236.98970662500003 51.39013620000001 58691.2 59253.5 58261 VS 0.5977282 F8IV 9.674140 1.348294 0 star
ZTF19aauqazm 220.26578690833335 53.6845467125 58612.3 59639.3 58964 VS 0.7419408 G5III 10.500526 0.692062 0 star
ZTF19aavlbmn 205.40072536666665 55.243863233333336 58628.2 59550.5 59023 AGN 0.7089166 Sa 14.623001 2.498334 0.207000 gx
ZTF19aavnhbd 267.92400733750003 65.042444575 58633.3 59024.4 58720 SN 0.43209338 G0V 10.472363 1.124468 0 star
ZTF19aawqdpm 218.70116263333333 50.9174432 59012.3 59425.2 58907 SN 0.32685807 F8V 25.208233 1.812640 0 star
ZTF19aaxjvcp 171.86784260000002 51.756689099999996 58636.3 58639.2 58599 AGN 0.4200303 E 5.627168 1.587429 0.209000 gx
ZTF19abdkelq 23.086248599999998 0.658039942857143 58667.4 58693.5 58703 asteroid 0.4962413 pickles_uk_108 1.271322 5.316896 0 low
ZTF19abdspkj 235.32031849375 51.24087854375 58669.2 59035.3 58254 VS 0.386753 G0V 20.475262 1.053385 0 star
ZTF19abgpfzm 242.87453262181813 53.72941314818183 58669.3 59476.2 58953 VS 0.55065584 F0V 26.084694 2.258931 0 star
ZTF19abgpfzm 242.87453262181813 53.72941314818183 58669.3 59476.2 58987 VS 0.55065584 F0V 26.084694 2.258931 0 star
ZTF19abhwjbn 30.65691314 0.77056848 58781.4 59190.3 58707 VS 0.6748843 G8V 14.336521 0.983640 0 star
ZTF19abpscnl 241.30008076666664 53.82079646666667 58707.2 58710.2 58991 -- -- F5V 21.689195 1.492181 0 star
ZTF19abpwsly 26.812603566666667 -0.40234353333333334 58711.4 59142.3 58724 asteroid 0.6473664 pickles_uk_100 -0.215965 0.986447 0 low
ZTF19abpxtey 271.4796485 65.84877580000001 58696.3 58725.3 58966 -- -- K2III 4.433613 6.518924 0 star
ZTF19abuxhqd 15.6805623625 0.7203233124999999 58726.4 59134.3 58788 SN 0.38813615 S0 13.967973 3.194948 0.080000 gx
ZTF19abwuxwa 33.496592325 0.09550025000000001 58781.3 59079.5 58430 VS 0.49689415 G5III 11.174656 0.875578 0 star
ZTF19abwuxwa 33.496592325 0.09550025000000001 58781.3 59079.5 59168 VS 0.49689415 G5III 11.174656 0.875578 0 star
ZTF19acblofh 20.431510308333333 -0.38045765000000004 58756.4 58794.3 58707 SN 0.7905945 SB3 6.793698 1.427166 0.078000 gx
ZTF19acdfybw 26.285394959999998 -0.56551834 58763.3 59190.3 58783 VS 0.7732476 G8V 11.916627 1.325905 0 star
ZTF19aceckmm 172.32035561272724 51.5251593090909 58765.5 58909.3 58907 SN 0.7280337 SB6 7.456898 2.523825 0.032000 gx
ZTF19acfnxpw 82.96423257500001 55.989927599999994 59088.5 59521.3 58186 VS 0.63318044 G0V 14.104120 0.871642 0 star
ZTF19acfxbki 24.901723441666665 -0.44669289999999995 58775.2 58811.1 58838 SN 0.7019285 Sa 21.031100 2.306407 0.058000 gx
ZTF19acllhlh 21.370144851612896 -0.09891726774193549 58765.4 59204.1 58069 VS 0.45643654 Sa 21.581672 5.553557 0.062000 agn
ZTF19acqbspk 32.03654687142857 0.5163831 59484.3 59628.1 58834 SN 0.44233775 SB6 13.830421 2.873891 0.083000 gx
ZTF19acytntn 185.75510765238093 50.992872619047624 58833.6 59354.3 58165 VS 0.74911255 G0V 21.187302 1.002497 0 star
ZTF20aabqori 165.21254092619048 51.5839663952381 58846.5 58905.3 58601 AGN 0.74661195 Sa 18.727897 3.112066 0.035000 agn
ZTF20aabqwan 223.01260188333333 53.163013750000005 58850.5 58856.6 59019 SN 0.79217845 SB6 10.021568 3.817031 0.094000 gx
ZTF20aabqxcm 237.37651204 53.138923399999996 58850.6 59639.4 58953 VS 0.5728859 F0V 24.500316 2.524387 0 star
ZTF20aadbtju 170.1861226 50.55625136 58846.5 58855.5 58880 -- -- Sa 10.575058 2.478978 0.101000 agn
ZTF20aaerqjd 238.99560707142857 53.75020535714286 58856.6 58908.5 59019 SN 0.4247242 pickles_uk_12 2.133399 2.720995 0 low
ZTF20aaeyhmu 166.55785956999998 51.42608080666667 58854.5 59627.5 58456 VS 0.84798634 G8V 10.669347 1.510346 0 star
ZTF20aafcheh 217.04954199 51.187896349999995 58979.2 59009.2 58219 SN 0.64365107 Sa 12.447286 3.343375 0.130000 gx
ZTF20aaflozs 8.9180594 0.60259825 58863.1 58875.1 58454 SN 0.5956251 -- 0.001 0.001 0 low
ZTF20aaglwmj 166.61758440000003 52.1956045 58866.4 58878.4 58867 VS 0.5998084 G2V 13.434020 0.745211 0 star
ZTF20aagnbdf 272.4556165755102 65.86101648775511 58866.5 58943.5 58971 SN 0.5253834 SB3 5.864239 3.042518 0.089000 gx
ZTF20aahgivv 213.75166165 52.116281125 58875.5 58904.5 58602 AGN 0.7740532 SB6 8.961496 2.245903 0.070000 agn
ZTF20aahhvci 20.045490349999998 -0.0005967666666666667 58872.1 58895.1 58074 SN 0.73984724 SB3 4.329201 2.025986 0.104000 gx
ZTF20aahhvci 20.045490349999998 -0.0005967666666666667 58872.1 58895.1 58373 SN 0.73984724 SB3 4.329201 2.025986 0.104000 gx
ZTF20aahsaaf 210.30523237000003 51.29199012 58875.5 59373.2 58248 VS 0.77318037 G0V 13.407262 2.299651 0 star
ZTF20aahsaaf 210.30523237000003 51.29199012 58875.5 59373.2 58307 VS 0.77318037 G0V 13.407262 2.299651 0 star
ZTF20aahsaaf 210.30523237000003 51.29199012 58875.5 59373.2 58665 VS 0.77318037 G0V 13.407262 2.299651 0 star
ZTF20aaivjyq 24.863446393333337 0.15870145666666666 58875.1 59142.4 58433 AGN 0.58671075 Sa 32.118447 15.078199 0.044000 agn
ZTF20aajbuhw 173.97131885555552 52.3531002 58956.3 59252.4 58852 AGN 0.8150705 Sb 5.797733 1.227696 0.137000 agn
ZTF20aajcmsc 179.3185416352941 51.03928735294118 58849.5 59317.2 58217 AGN 0.44933605 Sa 9.305860 1.217169 0.014000 agn
ZTF20aaknnvy 164.21130674172662 51.19970750647482 58854.5 59638.4 58137 AGN 0.37711474 F8V 25.780883 1.593316 0 star
ZTF20aaknqjg 187.63266986666667 51.14133926666667 59344.3 59366.3 58190 AGN 0.61183625 SB4 10.246296 2.677566 0.173000 gx
ZTF20aaliybg 187.69492585625 50.70740686875 58962.2 59231.5 58576 AGN 0.77393514 Sa 14.406290 3.323926 0.078000 agn
ZTF20aamkmzu 223.64182516 51.26938789 59199.5 59639.4 58612 VS 0.74946123 G0V 18.289901 0.909348 0 star
ZTF20aankago 187.2873886690476 56.1858718190476 58883.5 59641.3 58964 AGN 0.51878345 Sa 7.909357 1.472382 0.080000 agn
ZTF20aanyjre 166.6169887 52.19537833333334 58878.4 58895.2 58867 VS 0.45423442 G2V 17.009333 0.991575 0 star
ZTF20aaolglj 206.25058696250002 51.089503370833334 58898.4 58968.4 58170 SN 0.6593242 SB3 9.396673 1.633680 0.029000 gx
ZTF20aaoyjbk 183.97727496666667 55.82368676666666 58898.4 58980.2 58988 AGN 0.5270475 Sb 10.921273 2.380926 0.031000 agn
ZTF20aaoykbt 181.10837524864863 55.60632206936937 58954.2 59636.4 58952 SN 0.5260766 SB6 11.357160 3.139726 0.056000 agn
ZTF20aappepk 236.00564818333336 53.68035927083333 58881.5 59394.2 58983 AGN 0.4622443 Sb 4.939791 2.774777 0.270000 agn
ZTF20aaqpzao 196.09139189827584 56.13807564310345 58898.4 59406.2 58959 AGN 0.5679728 Sb 18.377240 4.970431 0.020000 agn
ZTF20aaqrpqj 225.17224305999997 53.923678280000004 58903.5 58985.3 58959 AGN 0.3085514 Sa 4.352738 7.662684 0.005000 gx
ZTF20aararrm 177.58419682000002 51.55397256 58877.5 59275.2 58904 VS 0.49492994 G8V 8.890402 0.857670 0 star
ZTF20aasctho 228.68837928235297 51.18307977058823 58884.4 59266.5 58216 VS 0.82141685 K7V 9.852771 0.998084 0 star
ZTF20aasjgqr 216.38754032857145 53.88509372857142 58912.5 59317.4 58985 AGN 0.35936093 Sb 5.470591 1.338809 0.016000 agn
ZTF20aatpoos 186.5124563729412 55.70226453529411 58936.3 59045.2 58954 SN 0.62776035 SB6 9.118833 2.119608 0.033000 unc
ZTF20aatuitz 219.44177476666667 51.1554494 58936.5 58936.5 58222 SN 0.42516705 pickles_uk_12 0.350304 1.164618 0 low
ZTF20aausyrp 166.01765245833334 51.39977798333334 58954.2 58968.2 58511 SN 0.4796111 SB6 5.100283 3.301003 0.026000 gx
ZTF20aauuumd 206.02865915 51.86456856875 58954.3 58991.2 58580 SN 0.65120506 pickles_uk_62 1.955702 1.006370 0 low
ZTF20aauwphc 225.29305154 53.845441699999995 58994.3 59369.2 58963 AGN 0.4554879 K7V 7.127537 2.165777 0 star
ZTF20aaxalny 218.22552899230772 50.993850738461546 58964.3 59342.4 58633 AGN 0.64029443 SB6 11.578283 1.993668 0.016000 agn
ZTF20aayihld 197.51894189 51.586125630000005 58971.3 58994.2 58543 SN 0.68649924 SB6 7.219437 4.768408 0.099000 gx
ZTF20aayxapt 231.72686825833333 53.42842902500001 58979.2 58997.3 58955 SN 0.7192132 SB1 8.359147 4.862367 0.145000 gx
ZTF20aaznljx 230.13373771428567 51.27392155714286 58953.4 58981.3 58314 AGN 0.36260083 -- 0.001 0.001 0 low
ZTF20abakioq 237.06713291025642 53.32749488717949 59022.2 59349.4 59022 AGN 0.6026148 SB5 4.314750 2.087135 0.274000 agn
ZTF20abcamux 179.31834379469694 51.03931423030303 58980.2 59639.3 58217 AGN 0.5153934 Sa 9.199763 1.234263 0.014000 agn
ZTF20abcarrf 208.5834141833333 52.26891405 58994.2 59012.2 58852 SN 0.6431565 SB6 4.301571 4.929850 0.028000 gx
ZTF20abcjsvg 183.14364729259256 55.08126743333333 58980.2 59365.2 58957 AGN 0.48114577 SB4 2.533684 0.496554 0.358000 agn
ZTF20abeiqzy 163.98180007272725 51.642494436363634 59001.2 59020.2 58517 SN 0.60796684 Sa 9.539739 2.444301 0.171000 gx
ZTF20abfdrfo 195.6247800875 51.12109463749999 59012.2 59317.3 58223 SN 0.6247087 pickles_uk_17 2.486291 1.442377 0 low
ZTF20abjwkwa 221.75788341071424 50.41383940357143 59034.2 59054.3 58965 SN 0.6357936 pickles_uk_7 1.154464 1.617032 0 low
ZTF20abmtcwx 32.0451995 0.538519 59048.4 59061.4 58834 SN 0.5408622 pickles_uk_109 0.628065 1.820105 0 low
ZTF20abnxfrl 229.79246461999998 54.05999673 59052.3 59057.2 58962 SN 0.76502496 SB1 6.004694 3.613609 0.140000 gx
ZTF20abokdbl 35.670041804444445 -0.4791470555555555 59053.4 59540.4 58780 VS 0.75347036 G0V 9.605002 0.966023 0 star
ZTF20abqhbhm 21.741603225000002 -0.1377827 59038.5 59066.4 58434 -- -- K0V 4.971957 6.643466 0 star
ZTF20abrhjkl 242.27423762499998 53.78674212499999 59044.3 59639.5 58992 VS 0.73322815 F6V 24.819749 1.223701 0 star
ZTF20abrigbg 11.244604358333333 0.7221805104166666 59072.4 59187.1 58703 -- -- Sb 5.055197 1.035056 0.195000 agn
ZTF20abwfibd 11.778726292307693 0.8930614000000001 59057.4 59085.4 58778 -- -- pickles_uk_14 1.674315 1.408156 0 low
ZTF20abwfqoj 25.346272405555556 -0.4061540888888889 59076.5 59529.3 58704 AGN 0.711038 Sb 9.746044 7.044301 0.398000 agn
ZTF20abxiagh 12.4379267 0.4231346333333333 59089.4 59465.4 58401 VS 0.40332466 F8V 15.570613 0.881227 0 star
ZTF20abxpvdk 34.729388400000005 0.715858025 59076.5 59090.5 58806 -- -- Sa 5.573453 1.871758 0.004000 agn
ZTF20abxrxbh 270.03111431052633 65.08574258421052 59062.4 59262.5 58697 AGN 0.6944537 Sb 17.893219 6.046106 0.081000 agn
ZTF20abxrxbh 270.03111431052633 65.08574258421052 59062.4 59262.5 58698 AGN 0.6944537 Sb 17.893219 6.046106 0.081000 agn
ZTF20abydqnt 17.25002041111111 0.5952555111111111 59066.5 59094.5 58810 -- -- G8V 11.302628 7.497248 0 star
ZTF20abygdwg 34.31936256666666 0.8883448333333334 59095.4 59095.4 58729 -- -- pickles_uk_100 -0.056876 0.752891 0 low
ZTF20acbttnt 20.057183460869563 -0.044645773913043474 59107.4 59172.1 58074 -- -- SB3 7.056352 3.448765 0.093000 gx
ZTF20accginq 8.758066385714285 0.8893665714285713 59085.4 59113.4 58698 -- -- Sa 3.108326 4.028618 0.022000 gx
ZTF20acchzrq 34.768459400000005 0.9253893333333334 59113.4 59113.4 58783 -- -- -- 0.001 0.001 0 low
ZTF20aceiefy 27.547928660000004 0.33501815999999995 59117.4 59488.4 58436 VS 0.5040784 K0V 9.699056 1.176995 0 star
ZTF20acfdtuh 11.6010864 0.5812888500000001 59089.4 59119.4 58812 -- -- F2III 3.722417 2.274687 0 star
ZTF20acgkhdj 34.46664468 -0.9989921800000001 59112.4 59124.5 58819 -- -- G5III 13.080542 3.580924 0 star
ZTF20acgygfg 244.18601605714284 52.89255910000001 59126.2 59137.1 59022 -- -- SB3 13.213817 8.365584 0.128000 gx
ZTF20ackoaaa 25.54511688571429 -0.9837803857142857 59113.4 59526.3 58841 AGN 0.6800718 Sa 5.548453 1.147873 0.018000 agn
ZTF20acnwxbh 24.021945375 -1.03019565 59134.3 59150.3 58835 -- -- M1V 6.150076 4.615607 0 star
ZTF20acpknjk 18.97256938 0.015991011428571424 59164.3 59248.1 58051 -- -- pickles_uk_108 0.738730 2.313538 0 low
ZTF20acpyxug 164.25520368333332 52.08804028333333 59165.5 59170.5 58875 -- -- pickles_uk_47 0.976869 1.105143 0 low
ZTF20acpzigz 182.70873930864198 51.75221193456789 59149.5 59550.5 58601 SN 0.44969675 Sb 7.769463 1.477161 0.001000 agn
ZTF20acqxjbr 12.171757633333334 0.8050533666666667 59169.2 59169.2 58780 -- -- -- 0.001 0.001 0 low
ZTF20acqxkoo 9.313215966666666 0.9050089666666667 59169.2 59169.2 58704 -- -- -- 0.001 0.001 0 low
ZTF20acshpet 9.163028833333334 0.7101667666666667 59153.2 59173.2 58704 -- -- -- 0.001 0.001 0 low
ZTF20actnupn 162.11866377272727 50.35454970000001 59165.5 59181.5 58841 -- -- SB6 5.141435 1.874334 0.174000 gx
ZTF20acuvyqg 222.86948161666666 51.39481573333333 59186.5 59637.4 58254 VS 0.5441816 K7V 8.423787 0.968321 0 star
ZTF20acuyxki 33.383806625000005 0.3413091375 59171.3 59195.2 58457 -- -- Sa 11.658287 4.831880 0.030000 gx
ZTF20acwqkje 198.20906495762713 55.80804581864407 59193.5 59379.2 59023 AGN 0.63729334 SB6 7.620716 1.471300 0.106000 gx
ZTF20acxbtmz 13.644931566666665 0.8602965333333334 59195.2 59195.2 58783 -- -- pickles_uk_26 0.305339 0.642083 0 low
ZTF20acxbwdm 10.23345482 -0.54376716 59187.1 59202.1 58729 -- -- SB4 6.087153 3.984886 0.080000 gx
ZTF20acxtdub 210.97350543636367 51.4552412 59250.5 59641.4 58254 AGN 0.58712393 Sa 11.507532 2.156395 0.011000 agn
ZTF20acxuvux 25.104149500000002 -0.05373296666666666 59169.2 59199.2 58017 -- -- -- 0.001 0.001 0 low
ZTF20acxuwmz 19.2648187625 0.0076394125 59169.2 59202.2 58108 -- -- Sa 13.955973 1.608790 0.046000 gx
ZTF20acxuwmz 19.2648187625 0.0076394125 59169.2 59202.2 58394 -- -- Sa 13.955973 1.608790 0.046000 gx
ZTF20acxvhne 30.141358466666663 0.8592897666666666 59199.2 59199.2 58728 -- -- -- 0.001 0.001 0 low
ZTF20acxzkcl 228.3321320142857 53.66585277142858 59195.5 59204.5 59019 -- -- SB6 3.407346 3.387667 0.130000 gx
ZTF20acyybww 189.5725293 51.056574633333334 59203.5 59641.3 58467 VS 0.79848623 F6V 6.972238 0.722396 0 star
ZTF20acyybww 189.5725293 51.056574633333334 59203.5 59641.3 58602 VS 0.79848623 F6V 6.972238 0.722396 0 star
ZTF20aczgofk 226.580359275 53.75849790000001 59199.5 59204.5 58993 -- -- pickles_uk_7 2.366717 2.521900 0 low
ZTF21aaaqqvj 20.213417066666665 -0.44454846666666664 59216.2 59230.1 58762 -- -- K0V 11.014592 1.405289 0 star
ZTF21aabgpfw 208.86003630000002 55.57521116666667 59219.5 59266.4 58958 VS 0.62770134 G8V 10.785398 1.433394 0 star
ZTF21aabgpjf 210.61573004000002 54.32963574 59307.3 59317.4 59022 -- -- pickles_uk_100 0.034789 3603.020385 0 low
ZTF21aadkopv 164.14614716666668 51.296105600000004 59225.4 59225.4 58598 -- -- pickles_uk_100 -0.096860 0.443764 0 low
ZTF21aadkxbq 226.16018976363637 51.312393563636356 59199.5 59342.4 58670 VS 0.5831474 G2V 16.276471 0.901916 0 star
ZTF21aaetkns 199.99655773333333 51.360924066666676 59225.5 59229.5 58255 -- -- K5V 5.717341 0.929077 0 star
ZTF21aaetrqu 237.27249603333337 51.26396676666666 59229.5 59639.4 58258 VS 0.80939823 G0V 18.246042 0.824083 0 star
ZTF21aajfrsp 170.68523136666667 50.99360123333333 59225.4 59336.2 58130 AGN 0.42794588 A5III 18.546691 1.698481 0 star
ZTF21aalnjqx 176.01374113333335 51.23092546666667 59263.4 59523.5 58244 VS 0.47205028 G0V 17.842761 0.794184 0 star
ZTF21aamkdhp 197.793045 51.588325475 59249.4 59266.4 58549 VS 0.7960958 G0V 15.063240 0.878222 0 star
ZTF21aandbyi 237.06706159473686 53.32748582105263 59249.5 59401.3 59022 AGN 0.7402544 SB5 4.360157 2.066158 0.274000 agn
ZTF21aaoblpm 272.53451593333335 65.709606875 59268.5 59291.5 58971 SN 0.73381424 SB3 12.357057 13.011751 0.117000 gx
ZTF21aaplbom 240.97857667 53.83980713 59290.4 59307.4 58983 SN 0.44593266 SB3 11.247977 6.053052 0.121000 gx
ZTF21aaplbpm 235.99865698 53.984124439999995 59290.4 59453.2 58963 SN 0.4392283 SB5 5.022319 4.003277 0.288000 agn
ZTF21aapqvtm 217.38505766666665 52.04818003333333 59266.5 59370.2 58875 VS 0.38833028 G8V 10.528193 0.977575 0 star
ZTF21aauumdp 191.86291976666666 55.97133656666667 59312.3 59316.3 58955 SN 0.50609183 pickles_uk_47 1.444495 2.040765 0 low
ZTF21aavdhbj 201.2218683875 51.3164800375 59338.4 59367.2 58256 SN 0.46667856 Sa 3.185907 1.834305 0.350000 agn
ZTF21aavdugs 225.8414935586957 53.75662206304347 59291.4 59373.3 58964 SN 0.30964112 SB3 10.412474 3.632108 0.069000 agn
ZTF21aayehok 170.74206253333332 50.67555218333334 59307.2 59336.3 58872 AGN 0.39221573 Sb 6.749580 3.835249 0.325000 agn
ZTF21aazcpmg 238.22192562499998 53.566370025000005 59309.4 59339.3 58994 AGN 0.6824377 Sa 3.772276 2.101433 0.041000 agn
ZTF21aazqtkh 229.1405940142857 53.425152357142856 59336.3 59345.3 58969 AGN 0.45703366 pickles_uk_71 1.579766 1.099053 0 low
ZTF21aazrcye 223.47940996666668 52.13491486666666 59334.3 59341.3 58605 AGN 0.51685727 Sa 5.937922 1.269736 0.105000 agn
ZTF21aazrcye 223.47940996666668 52.13491486666666 59334.3 59341.3 58880 AGN 0.51685727 Sa 5.937922 1.269736 0.105000 agn
ZTF21aazxsci 222.329964325 51.647987275 59343.3 59371.3 58610 AGN 0.66588336 Sa 8.802193 1.650952 0.017000 agn
ZTF21abatxlh 219.49443741052627 51.259695931578946 59321.4 59349.2 58549 AGN 0.6436124 Sb 7.272476 4.085271 0.084000 agn
ZTF21abcwrja 220.665917 50.70471832857144 59353.4 59370.2 58642 SN 0.6671768 -- 0.001 0.001 0 low
ZTF21abdmbqc 235.32052681666664 51.24074649999999 59339.4 59367.3 58254 VS 0.42030817 F8V 20.738150 1.010934 0 star
ZTF21abfjcap 181.83460068000002 51.03612355 59368.2 59379.2 58159 SN 0.7061684 SB6 12.769930 3.639495 0.151000 gx
ZTF21abiimfm 214.16505774 54.72885496 59400.2 59641.4 58965 SN 0.3035573 Sb 20.445072 4.456249 0.025000 agn
ZTF21abowvlg 209.6385756666667 51.55112166666667 59423.2 59427.3 58661 SN 0.75151 SB4 5.723061 3.644170 0.107000 gx
ZTF21abqwijs 22.758271833333335 0.8792504666666666 59429.4 59429.5 58784 asteroid 1.0 -- 0.001 0.001 0 low
ZTF21abwvten 228.80572824 51.0273632 59457.2 59464.2 58608 SN 0.8165047 SB1 8.785112 5.406134 0.160000 gx
ZTF21acabkky 272.08742761428573 65.86334475714285 59464.2 59540.1 58971 VS 0.7628371 K7V 7.202337 0.706014 0 star
ZTF21acasxxg 272.08782245714286 65.86324954285715 59464.2 59639.5 58971 VS 0.46677268 K7V 7.281038 0.709350 0 star
ZTF22aaaeddp 241.00091630000003 53.55456258571429 59600.4 59630.5 58962 SN 0.77964944 SB6 6.404722 4.698567 0.090000 gx
ZTF22aaaffwg 198.71460415833334 50.69990920000001 59622.5 59641.3 58605 SN 0.5532113 Sa 10.384358 2.999433 0.114000 gx
ZTF22aaayfve 198.71461075384616 50.699909346153845 59622.5 59641.3 58605 SN 0.5765131 Sa 10.377304 3.008584 0.114000 gx
ZTF22aabvrho 179.9300749 51.714071866666664 59636.4 59641.3 58934 SN 0.66083807 SB4 8.988844 5.450041 0.125000 gx
